"id","response_id","respondent_id","object","response","originality_rater01","utility_rater01","surprise_rater01","originality_rater02","utility_rater02","surprise_rater02","originality","utility","surprise","human","semdis"
1154,20160395,"BP20160015","fork","brush",2,4,2,3,4,2,2,4,2,"human",0.604008287191391
1155,20160396,"BP20160015","fork","weed whacker",2,3,2,NA,NA,NA,2,3,2,"human",0.830056399106979
1156,20160397,"BP20160015","fork","back scraper",2,5,1,NA,NA,NA,2,5,1,"human",0.542246699333191
1157,20160398,"BP20160015","fork","stick for garbage",2,4,2,NA,NA,NA,2,4,2,"human",0.63124880194664
1158,20160399,"BP20160015","fork","catapult for shooting food",2,5,2,NA,NA,NA,2,5,2,"human",0.757533967494965
1160,20160401,"BP20160015","fork","paper puncture",2,4,1,NA,NA,NA,2,4,1,"human",0.709595233201981
1161,20160402,"BP20160015","fork","figure maker in dough for cookies",1,5,1,NA,NA,NA,1,5,1,"human",0.63913881778717
1162,20160403,"BP20160015","fork","pressing the edges of the apple turnovers",2,5,1,NA,NA,NA,2,5,1,"human",0.662441074848175
1163,20160468,"BP20160016","fork","weapon",2,3,2,NA,NA,NA,2,3,2,"human",0.807117447257042
1164,20160469,"BP20160016","fork","hole puncher",1,4,1,NA,NA,NA,1,4,1,"human",0.75028820335865
1165,20160470,"BP20160016","fork","standard",2,3,2,NA,NA,NA,2,3,2,"human",0.762422069907188
1166,20160471,"BP20160016","fork","scoop",1,5,1,1,5,1,1,5,1,"human",0.629308819770813
1167,20160472,"BP20160016","fork","gardening tools",2,3,2,NA,NA,NA,2,3,2,"human",0.775188475847244
1168,20160473,"BP20160016","fork","mixer",1,5,1,NA,NA,NA,1,5,1,"human",0.660668849945068
1169,20160474,"BP20160016","fork","thread from clothing retrieval tool",2,4,2,NA,NA,NA,2,4,2,"human",0.719657570123672
1170,20160528,"BP20160017","fork","throw",2,5,1,NA,NA,NA,2,5,1,"human",0.70126473903656
1171,20160529,"BP20160017","fork","catch",2,4,1,NA,NA,NA,2,4,1,"human",0.749141126871109
1172,20160530,"BP20160017","fork","pick in the ground",2,5,1,NA,NA,NA,2,5,1,"human",0.701970487833023
1173,20160531,"BP20160017","fork","eat soup",2,3,1,NA,NA,NA,2,3,1,"human",0.665251761674881
1174,20160532,"BP20160017","fork","eat candy",2,4,3,NA,NA,NA,2,4,3,"human",0.68579438328743
1177,20160535,"BP20160017","fork","straighten",2,5,1,NA,NA,NA,2,5,1,"human",0.718856453895569
1178,20160536,"BP20160017","fork","meat cutting",2,3,2,NA,NA,NA,2,3,2,"human",0.580448418855667
1179,20160537,"BP20160017","fork","prick dough into pieces",1,5,1,NA,NA,NA,1,5,1,"human",0.539919227361679
1180,20160538,"BP20160017","fork","line up",2,5,1,NA,NA,NA,2,5,1,"human",0.711126714944839
1181,20160539,"BP20160017","fork","put an egg on it and do a race",3,4,2,NA,NA,NA,3,4,2,"human",0.656176507472992
1182,20160540,"BP20160017","fork","stir",1,5,1,NA,NA,NA,1,5,1,"human",0.663962662220001
1183,20160621,"BP20160018","fork","to eat with ",1,5,1,NA,NA,NA,1,5,1,"human",0.688683390617371
1184,20160622,"BP20160018","fork","To make a catapult with ",2,4,2,NA,NA,NA,2,4,2,"human",0.699128180742264
1185,20160623,"BP20160018","fork","to make a work of art ",3,3,2,NA,NA,NA,3,3,2,"human",0.766440540552139
1186,20160624,"BP20160018","fork","to eat soup ",2,3,1,NA,NA,NA,2,3,1,"human",0.645155310630798
1187,20160625,"BP20160018","fork","as a necklace make for your outfit.",3,2,3,NA,NA,NA,3,2,3,"human",0.717455685138702
1188,20160626,"BP20160018","fork","poke eyes out",3,2,2,NA,NA,NA,3,2,2,"human",0.673771232366562
1189,20160627,"BP20160018","fork","making holes in your quiche dough ",1,5,1,NA,NA,NA,1,5,1,"human",0.583465248346329
1190,20160628,"BP20160018","fork","use as an aid to clay with",3,4,2,NA,NA,NA,3,4,2,"human",0.720845311880112
1192,20160699,"BP20160019","fork","to stir",1,5,1,NA,NA,NA,1,5,1,"human",0.646545380353928
1193,20160700,"BP20160019","fork","to play with",2,3,2,NA,NA,NA,2,3,2,"human",0.802477762103081
1194,20160701,"BP20160019","fork","to comb your hair with",2,4,2,NA,NA,NA,2,4,2,"human",0.716956377029419
1195,20160702,"BP20160019","fork","to remove hairs from clothing",2,5,2,NA,NA,NA,2,5,2,"human",0.712741792201996
1196,20160703,"BP20160019","fork","to get something out of the mud",2,4,2,NA,NA,NA,2,4,2,"human",0.684127241373062
1197,20160704,"BP20160019","fork","To poke around in something (clean up trash)",2,4,1,NA,NA,NA,2,4,1,"human",0.641795307397842
1198,20160705,"BP20160019","fork","as a mirror",4,3,4,NA,NA,NA,4,3,4,"human",0.742285162210464
1199,20160706,"BP20160019","fork","as a tool for acting",3,4,3,NA,NA,NA,3,4,3,"human",0.76352134346962
1200,20160707,"BP20160019","fork","for conducting",3,4,3,NA,NA,NA,3,4,3,"human",0.905849620699883
1201,20160708,"BP20160019","fork","to point out something",2,5,2,NA,NA,NA,2,5,2,"human",0.701403915882111
1202,20160709,"BP20160019","fork","as a dart",3,2,2,NA,NA,NA,3,2,2,"human",0.736620396375656
1203,20160710,"BP20160019","fork","as a silver object",3,3,2,NA,NA,NA,3,3,2,"human",0.71597346663475
1205,20160819,"BP20160020","fork","pricking of food",1,5,1,NA,NA,NA,1,5,1,"human",0.723605841398239
1206,20160820,"BP20160020","fork","jab someone with it",2,3,2,NA,NA,NA,2,3,2,"human",0.71371665596962
1207,20160821,"BP20160020","fork","turn around, Uri geller-like",2,2,2,NA,NA,NA,2,2,2,"human",0.700009733438492
1208,20160822,"BP20160020","fork","take out the two middle bars and use as a fork for chocolates",3,4,4,NA,NA,NA,3,4,4,"human",0.545007616281509
1209,20160823,"BP20160020","fork","make music",3,4,2,NA,NA,NA,3,4,2,"human",0.823182448744774
1210,20160824,"BP20160020","fork","Drawing attention at the table to a speech",2,5,2,2,5,1,2,5,2,"human",0.766123697161674
1211,20160825,"BP20160020","fork","you can pick up something with it",1,5,1,NA,NA,NA,1,5,1,"human",0.6880804002285
1212,20160826,"BP20160020","fork","test if cooked meat is done",1,5,1,NA,NA,NA,1,5,1,"human",0.61669534444809
1213,20160917,"BP20160023","fork","drawing in sand",2,5,2,NA,NA,NA,2,5,2,"human",0.770955950021744
1214,20160918,"BP20160023","fork","drawing with paint",3,3,3,NA,NA,NA,3,3,3,"human",0.799384027719498
1215,20160919,"BP20160023","fork","pointer",2,4,2,NA,NA,NA,2,4,2,"human",0.773479714989662
1216,20160920,"BP20160023","fork","earring",3,2,3,NA,NA,NA,3,2,3,"human",0.766316801309586
1217,20160921,"BP20160023","fork","photo holder",3,3,3,NA,NA,NA,3,3,3,"human",0.781856060028076
1218,20160922,"BP20160023","fork","poking someone, warning them",2,5,2,NA,NA,NA,2,5,2,"human",0.664401203393936
1219,20160923,"BP20160023","fork","musical instrument (tapping on the table, etc.)",3,5,2,3,4,3,3,5,2,"human",0.722880691289902
1220,20160924,"BP20160023","fork","instead of a paralyzed hand",4,2,4,NA,NA,NA,4,2,4,"human",0.721192181110382
1221,20160925,"BP20160023","fork","clock hand",3,3,4,NA,NA,NA,3,3,4,"human",0.713899821043015
1222,20160941,"BP20160022","fork","comb hair",2,4,2,NA,NA,NA,2,4,2,"human",0.800135657191277
1223,20160942,"BP20160022","fork","turn into a bracelet",3,2,4,NA,NA,NA,3,2,4,"human",0.631333559751511
1224,20160943,"BP20160022","fork","Scratching your skin when you are itching",2,5,1,NA,NA,NA,2,5,1,"human",0.755395829677582
1225,20160944,"BP20160022","fork","play with it by placing it on the edge of the table and let it launch",2,4,1,NA,NA,NA,2,4,1,"human",0.702549517154694
1226,20160945,"BP20160022","fork","raking",2,3,2,NA,NA,NA,2,3,2,"human",0.803721308708191
1227,20161037,"BP20160024","fork","comb hair",2,4,2,NA,NA,NA,2,4,2,"human",0.800135657191277
1228,20161038,"BP20160024","fork","make bows",3,3,3,NA,NA,NA,3,3,3,"human",0.717543691396713
1229,20161039,"BP20160024","fork","can opener",2,4,1,NA,NA,NA,2,4,1,"human",0.752612516283989
1230,20161040,"BP20160024","fork","ruler",3,2,2,4,3,4,3,2,2,"human",0.888628356158733
1231,20161073,"BP20160025","fork","nail",3,2,4,3,3,3,3,2,4,"human",0.823241993784904
1232,20161074,"BP20160025","fork","weapon",2,3,2,NA,NA,NA,2,3,2,"human",0.807117447257042
1233,20161075,"BP20160025","fork","lever/catapult",2,5,2,NA,NA,NA,2,5,2,"human",0.634712606668472
1234,20161076,"BP20160025","fork","bracelets/chains to hang from",3,3,3,NA,NA,NA,3,3,3,"human",0.689225733280182
1235,20161077,"BP20160025","fork","as pen",3,2,3,NA,NA,NA,3,2,3,"human",0.80077937245369
1236,20161078,"BP20160025","fork","To knit/crochet etc.",2,2,2,NA,NA,NA,2,2,2,"human",0.756689503788948
1237,20161135,"BP20160026","fork","hair combs",2,4,2,NA,NA,NA,2,4,2,"human",0.829302176833153
1238,20161136,"BP20160026","fork","attach to the wall as a coat rack",3,2,4,3,3,4,3,2,4,"human",0.606449276208878
1239,20161137,"BP20160026","fork","as a hair ornament in a bun",2,4,3,NA,NA,NA,2,4,3,"human",0.737226396799088
1240,20161138,"BP20160026","fork","To scratch your back",2,5,1,NA,NA,NA,2,5,1,"human",0.661337047815323
1241,20161183,"BP20160027","fork","screwdriver (back)",2,3,2,NA,NA,NA,2,3,2,"human",0.707078576087952
1242,20161184,"BP20160027","fork","open a beer bottle",2,4,1,NA,NA,NA,2,4,1,"human",0.67560225725174
1244,20161222,"BP20160028","fork","knife someone",2,3,2,NA,NA,NA,2,3,2,"human",0.536832123994827
1246,20161224,"BP20160028","fork","pull something out from under the sofa",2,5,2,NA,NA,NA,2,5,2,"human",0.690267235040665
1247,20161225,"BP20160028","fork","to make scratches with",2,5,1,NA,NA,NA,2,5,1,"human",0.704852551221848
1248,20161226,"BP20160028","fork","to hit someone with",2,4,2,NA,NA,NA,2,4,2,"human",0.718107968568802
1249,20161265,"BP20160029","fork","weapon",2,3,2,NA,NA,NA,2,3,2,"human",0.807117447257042
1250,20161266,"BP20160029","fork","comb",2,4,2,3,4,2,2,4,2,"human",0.73230916261673
1252,20161268,"BP20160029","fork","spike",3,2,2,NA,NA,NA,3,2,2,"human",0.704766571521759
1253,20161269,"BP20160029","fork","stir with",1,5,1,NA,NA,NA,1,5,1,"human",0.648657500743866
1254,20161309,"BP20160030","fork","skewer",2,3,2,1,4,1,2,3,2,"human",0.503211826086044
1255,20161310,"BP20160030","fork","sticks",1,4,1,NA,NA,NA,1,4,1,"human",0.625720739364624
1256,20161311,"BP20160030","fork","bundling of knives",3,3,2,NA,NA,NA,3,3,2,"human",0.682696640491486
1257,20161312,"BP20160030","fork","iron rods",2,2,2,NA,NA,NA,2,2,2,"human",0.619762092828751
1258,20161313,"BP20160030","fork","clamping pliers",3,2,3,2,4,2,3,2,3,"human",0.618641555309296
1259,20161314,"BP20160030","fork","suction cup",3,2,2,NA,NA,NA,3,2,2,"human",0.656585425138474
1260,20161315,"BP20160030","fork","magnet",3,2,2,NA,NA,NA,3,2,2,"human",0.768304482102394
1262,20161317,"BP20160030","fork","fingers",3,2,3,NA,NA,NA,3,2,3,"human",0.66352516412735
1264,20161386,"BP20160035","fork","pick up",1,5,1,NA,NA,NA,1,5,1,"human",0.695219606161118
1265,20161387,"BP20160035","fork","drawing in the sand",2,5,2,NA,NA,NA,2,5,2,"human",0.754691377282143
1266,20161388,"BP20160035","fork","catch something",2,3,2,NA,NA,NA,2,3,2,"human",0.705410361289978
1267,20161389,"BP20160035","fork","To throw something away",2,4,1,NA,NA,NA,2,4,1,"human",0.669551700353622
1268,20161390,"BP20160035","fork","unlock something",3,2,2,NA,NA,NA,3,2,2,"human",0.793660029768944
1269,20161418,"BP20160036","fork","Writing accounts",3,2,3,NA,NA,NA,3,2,3,"human",0.890569463372231
1270,20161419,"BP20160036","fork","vote",3,1,4,NA,NA,NA,3,1,4,"human",0.941726919263601
1273,20161422,"BP20160036","fork","part of bicycle",3,2,3,NA,NA,NA,3,2,3,"human",0.662388652563095
1274,20161423,"BP20160036","fork","lamppost",3,2,3,NA,NA,NA,3,2,3,"human",0.888697326183319
1276,20161444,"BP20160037","fork","toothpick",2,4,2,3,4,2,2,4,2,"human",0.547669321298599
1277,20161445,"BP20160037","fork","hair curler",2,3,2,NA,NA,NA,2,3,2,"human",0.862633019685745
1278,20161446,"BP20160037","fork","brush",2,4,2,3,4,2,2,4,2,"human",0.604008287191391
1279,20161447,"BP20160037","fork","fix in the ground as a pole",2,4,2,NA,NA,NA,2,4,2,"human",0.656325280666351
1280,20161448,"BP20160037","fork","scratch your back ",2,5,1,NA,NA,NA,2,5,1,"human",0.655123293399811
1281,20161449,"BP20160037","fork","javelin throw",3,2,3,NA,NA,NA,3,2,3,"human",0.793613001704216
1282,20161450,"BP20160037","fork","weapon",2,3,2,NA,NA,NA,2,3,2,"human",0.807117447257042
1283,20161451,"BP20160037","fork","nail cleaner",2,5,2,NA,NA,NA,2,5,2,"human",0.756255894899368
1284,20161452,"BP20160037","fork","artwork",3,3,2,NA,NA,NA,3,3,2,"human",0.966560438275337
1285,20161509,"BP20160038","fork","raking grass",2,3,2,NA,NA,NA,2,3,2,"human",0.750477358698845
1286,20161510,"BP20160038","fork","a candlestick of folds",3,3,3,NA,NA,NA,3,3,3,"human",0.695824474096298
1287,20161511,"BP20160038","fork","jewelry pendant",3,3,3,NA,NA,NA,3,3,3,"human",0.81388846039772
1288,20161512,"BP20160038","fork","Puncture holes",1,4,1,2,5,1,1,4,1,"human",0.672679245471954
1290,20161541,"BP20160039","fork","painting",3,2,3,NA,NA,NA,3,2,3,"human",0.899809889495373
1291,20161542,"BP20160039","fork","build",2,3,2,NA,NA,NA,2,3,2,"human",0.776361510157585
1292,20161543,"BP20160039","fork","play",2,3,2,3,3,2,2,3,2,"human",0.933831289410591
1293,20161544,"BP20160039","fork","dig",2,3,2,2,4,2,2,3,2,"human",0.7164206802845
1294,20161545,"BP20160039","fork","scraping things out",2,5,1,NA,NA,NA,2,5,1,"human",0.604031592607498
1295,20161546,"BP20160039","fork","can open",2,3,1,NA,NA,NA,2,3,1,"human",0.725608706474304
1296,20161547,"BP20160039","fork","harm someone",2,3,2,NA,NA,NA,2,3,2,"human",0.796522691845894
1297,20161584,"BP20160040","fork","garden tools",2,3,2,NA,NA,NA,2,3,2,"human",0.727433204650879
1298,20161585,"BP20160040","fork","teaspoon",1,5,1,1,5,1,1,5,1,"human",0.717359095811844
1299,20161586,"BP20160040","fork","picking up gum from the sidewalk",2,4,2,NA,NA,NA,2,4,2,"human",0.666787952184677
1300,20161587,"BP20160040","fork","weapon",2,3,2,NA,NA,NA,2,3,2,"human",0.807117447257042
1301,20161617,"BP20160041","fork","Stitches",3,2,3,3,2,3,3,2,3,"human",0.849467769265175
1302,20161618,"BP20160041","fork","comb hair",2,4,2,NA,NA,NA,2,4,2,"human",0.800135657191277
1303,20161619,"BP20160041","fork","disassemble knot ",2,4,2,NA,NA,NA,2,4,2,"human",0.670296639204025
1304,20161620,"BP20160041","fork","Prying something ' out of something ",2,4,2,NA,NA,NA,2,4,2,"human",0.728391349315643
1305,20161621,"BP20160041","fork","use as a screwdriver ",2,3,2,NA,NA,NA,2,3,2,"human",0.637638509273529
1306,20161622,"BP20160041","fork","Poking holes in all kinds of things",1,4,1,NA,NA,NA,1,4,1,"human",0.715838104486465
1307,20161627,"BP20160042","fork","Puncture holes ",1,4,1,2,5,1,1,4,1,"human",0.672679245471954
1308,20161628,"BP20160042","fork","Hair combing",2,4,2,NA,NA,NA,2,4,2,"human",0.881820760667324
1309,20161629,"BP20160042","fork","pick out something",1,5,1,NA,NA,NA,1,5,1,"human",0.705015450716019
1310,20161630,"BP20160042","fork","tickle ",2,4,2,NA,NA,NA,2,4,2,"human",0.832007184624672
1311,20161631,"BP20160042","fork","scratch your back ",2,5,1,NA,NA,NA,2,5,1,"human",0.655123293399811
1312,20161632,"BP20160042","fork","unbutton",2,4,2,NA,NA,NA,2,4,2,"human",0.918967574834824
1313,20161633,"BP20160042","fork","make scratches in a window",2,5,1,NA,NA,NA,2,5,1,"human",0.711593955755234
1314,20161664,"BP20160043","fork","stick for in your hair, just as Asians have",2,4,2,NA,NA,NA,2,4,2,"human",0.720724731683731
1315,20161665,"BP20160043","fork","knitting needle",2,2,2,NA,NA,NA,2,2,2,"human",0.747817814350128
1316,20161666,"BP20160043","fork","drumstick",3,5,2,NA,NA,NA,3,5,2,"human",0.737756699323654
1317,20161667,"BP20160043","fork","triangle stick",2,5,3,NA,NA,NA,2,5,3,"human",0.571407645940781
1318,20161668,"BP20160043","fork","for sand sculpture",3,4,3,NA,NA,NA,3,4,3,"human",0.74697944521904
1319,20161669,"BP20160043","fork","herring for the tent",3,3,2,NA,NA,NA,3,3,2,"human",0.697983890771866
1320,20161670,"BP20160043","fork","comb",2,4,2,3,4,2,2,4,2,"human",0.73230916261673
1321,20161722,"BP20160044","fork","Puncture holes",1,4,1,2,5,1,1,4,1,"human",0.672679245471954
1322,20161723,"BP20160044","fork","Carve something",2,4,2,NA,NA,NA,2,4,2,"human",0.642010480165482
1323,20161756,"BP20160045","fork","stitches",3,2,3,3,2,3,3,2,3,"human",0.849467769265175
1324,20161757,"BP20160045","fork","nose picking",3,3,3,NA,NA,NA,3,3,3,"human",0.648871541023254
1325,20161758,"BP20160045","fork","can opener",2,4,1,NA,NA,NA,2,4,1,"human",0.752612516283989
1326,20161759,"BP20160045","fork","beer opener",2,4,1,NA,NA,NA,2,4,1,"human",0.754545375704765
1327,20161760,"BP20160045","fork","conduct electricity",3,2,2,NA,NA,NA,3,2,2,"human",0.931386068463326
1328,20161761,"BP20160045","fork","crazy hair clip for people with afro",2,4,3,NA,NA,NA,2,4,3,"human",0.789752796292305
1329,20161762,"BP20160045","fork","tweezers",3,2,2,3,2,3,3,2,2,"human",0.748632460832596
1330,20161763,"BP20160045","fork","back scraper",2,5,1,NA,NA,NA,2,5,1,"human",0.542246699333191
1331,20161764,"BP20160045","fork","as a knife",2,4,2,NA,NA,NA,2,4,2,"human",0.601345628499985
1332,20161830,"BP20160046","fork","dining",1,5,1,NA,NA,NA,1,5,1,"human",0.845072478055954
1333,20161831,"BP20160046","fork","surgical instrument",3,2,3,NA,NA,NA,3,2,3,"human",0.812228947877884
1334,20161832,"BP20160046","fork","weed whacker",2,3,2,NA,NA,NA,2,3,2,"human",0.830056399106979
1335,20161833,"BP20160046","fork","tools",2,3,2,NA,NA,NA,2,3,2,"human",0.744485437870026
1336,20161834,"BP20160046","fork","back scraper",2,5,1,NA,NA,NA,2,5,1,"human",0.542246699333191
1337,20161835,"BP20160046","fork","fish scraper",2,3,2,NA,NA,NA,2,3,2,"human",0.532974630594254
1338,20161836,"BP20160046","fork","murder weapon",2,2,2,NA,NA,NA,2,2,2,"human",0.848864853382111
1339,20161837,"BP20160046","fork","sex toy",4,2,3,NA,NA,NA,4,2,3,"human",0.862827628850937
1340,20161838,"BP20160046","fork","CD rack",4,2,4,NA,NA,NA,4,2,4,"human",0.656663775444031
1341,20161839,"BP20160046","fork","toys",3,3,2,NA,NA,NA,3,3,2,"human",0.882958248257637
1342,20161840,"BP20160046","fork","comb",2,4,2,3,4,2,2,4,2,"human",0.73230916261673
1343,20161920,"BP20160047","fork","comb ariel ",2,4,2,NA,NA,NA,2,4,2,"human",0.790153220295906
1345,20161922,"BP20160047","fork","dig",2,3,2,2,4,2,2,3,2,"human",0.7164206802845
1346,20161923,"BP20160047","fork","as part of artwork",3,3,2,NA,NA,NA,3,3,2,"human",0.859806522727013
1347,20161924,"BP20160047","fork","screwdriver",2,3,2,NA,NA,NA,2,3,2,"human",0.670953959226608
1348,20161925,"BP20160047","fork","can opener",2,4,1,NA,NA,NA,2,4,1,"human",0.752612516283989
1349,20161926,"BP20160047","fork","make holes",1,4,1,NA,NA,NA,1,4,1,"human",0.670953780412674
1350,20161975,"BP20160048","fork","art object",3,3,2,NA,NA,NA,3,3,2,"human",0.842889755964279
1351,20161976,"BP20160048","fork","darts with fork",3,2,2,NA,NA,NA,3,2,2,"human",0.283652365207672
1353,20161978,"BP20160048","fork","knife in fork when setting the table",1,5,1,1,5,1,1,5,1,"human",0.40718400478363
1354,20162024,"BP20160049","fork","painting",3,2,3,NA,NA,NA,3,2,3,"human",0.899809889495373
1355,20162025,"BP20160049","fork","open container",2,4,1,NA,NA,NA,2,4,1,"human",0.657114446163177
1356,20162053,"BP20160050","fork","use as a devil's tail",3,3,4,NA,NA,NA,3,3,4,"human",0.661293387413025
1357,20162054,"BP20160050","fork","shovel for the sandbox",2,3,2,NA,NA,NA,2,3,2,"human",0.610933154821396
1358,20162055,"BP20160050","fork","use as a comb",2,4,2,NA,NA,NA,2,4,2,"human",0.674844563007355
1359,20162056,"BP20160050","fork","make little figures when you spray ink on them",3,4,3,NA,NA,NA,3,4,3,"human",0.707685828208923
1360,20162057,"BP20160050","fork","tennis racket",4,2,3,NA,NA,NA,4,2,3,"human",0.775359943509102
1361,20162070,"BP20160051","fork","picking things up from the street so your hands don't get dirty and you can throw them in the trash",2,4,2,NA,NA,NA,2,4,2,"human",0.684875041246414
1363,20162072,"BP20160051","fork","in the garden, in the earth, so that cats do not want to come there",2,4,2,NA,NA,NA,2,4,2,"human",0.73860114812851
1364,20162073,"BP20160051","fork","dipping into the paint and drawing dashes in a moment of creativity",3,3,3,NA,NA,NA,3,3,3,"human",0.71778729557991
1366,20162163,"BP20160053","fork","comb",2,4,2,3,4,2,2,4,2,"human",0.73230916261673
1367,20162164,"BP20160053","fork","to shoot rubber bands with",2,5,2,NA,NA,NA,2,5,2,"human",0.697971731424332
1368,20162165,"BP20160053","fork","rake",2,3,2,3,4,2,2,3,2,"human",0.556912839412689
1369,20172822,"BP20160000","fork","conductor",3,2,2,NA,NA,NA,3,2,2,"human",0.934732854366302
1370,20172823,"BP20160000","fork","catapult",2,4,2,NA,NA,NA,2,4,2,"human",0.851954251527786
1372,20172825,"BP20160000","fork","bobbin",2,4,2,NA,NA,NA,2,4,2,"human",0.832042559981346
1373,20172826,"BP20160000","fork","thumbtack substitute",2,3,2,NA,NA,NA,2,3,2,"human",0.850203648209572
1374,20172827,"BP20160000","fork","dart",3,2,2,NA,NA,NA,3,2,2,"human",0.799583896994591
1376,20172829,"BP20160000","fork","goalpost",3,3,3,NA,NA,NA,3,3,3,"human",0.885723136365414
1377,20172830,"BP20160000","fork","flag",3,2,3,NA,NA,NA,3,2,3,"human",0.798022106289864
1378,20160029,"BP20160001","tin can","sound amplifier",NA,NA,NA,3,4,4,3,4,4,"human",0.71674370765686
1379,20160030,"BP20160001","tin can","pet",NA,NA,NA,4,1,3,4,1,3,"human",0.675944864749908
1380,20160031,"BP20160001","tin can","Pen holder",2,5,1,2,5,1,2,5,1,"human",0.563439518213272
1381,20160032,"BP20160001","tin can","to throw",2,5,1,2,5,2,2,5,1,"human",0.472837746143341
1383,20160069,"BP20160007","tin can","printing press",NA,NA,NA,3,3,2,3,3,2,"human",0.666867882013321
1384,20160070,"BP20160007","tin can","to break in",3,2,3,3,3,3,3,2,3,"human",0.454534411430359
1385,20160071,"BP20160007","tin can","break someone's hand",3,2,2,NA,NA,NA,3,2,2,"human",0.436792075634003
1386,20160072,"BP20160007","tin can","start a revolution",4,1,3,5,2,4,4,1,3,"human",0.529414772987366
1387,20160163,"BP20160011","tin can","With the tabs you can play a drinking game",3,4,2,NA,NA,NA,3,4,2,"human",0.387183725833893
1388,20160164,"BP20160011","tin can","With the can itself you can make a knife, should you have a broken one",3,3,2,NA,NA,NA,3,3,2,"human",0.326929569244385
1389,20160165,"BP20160011","tin can","In a can you can store things (but that's also kind of its original use)",2,5,1,NA,NA,NA,2,5,1,"human",0.366721451282501
1390,20160166,"BP20160011","tin can","You can make it a weight by filling it with soil.",3,4,2,NA,NA,NA,3,4,2,"human",0.353222250938416
1392,20160229,"BP20160012","tin can","toothbrush holder",NA,NA,NA,3,5,2,3,5,2,"human",0.616462230682373
1393,20160230,"BP20160012","tin can","a chewing gum tray",2,5,1,NA,NA,NA,2,5,1,"human",0.437043726444244
1394,20160231,"BP20160012","tin can","a vase",3,4,3,NA,NA,NA,3,4,3,"human",0.517480403184891
1395,20160232,"BP20160012","tin can","a weapon",NA,NA,NA,3,3,3,3,3,3,"human",0.596716642379761
1396,20160233,"BP20160012","tin can","rocket motor",NA,NA,NA,5,2,4,5,2,4,"human",0.653663814067841
1397,20160276,"BP20160013","tin can","pen box",NA,NA,NA,2,5,1,2,5,1,"human",0.463935673236847
1398,20160277,"BP20160013","tin can","toothbrush holder",NA,NA,NA,3,5,2,3,5,2,"human",0.616462230682373
1399,20160278,"BP20160013","tin can","flowerpot",NA,NA,NA,3,5,3,3,5,3,"human",0.848125010728836
1400,20160279,"BP20160013","tin can","glass",NA,NA,NA,2,3,1,2,3,1,"human",0.497240602970123
1401,20160280,"BP20160013","tin can","container to keep things in",2,5,1,NA,NA,NA,2,5,1,"human",0.363519728183746
1402,20160281,"BP20160013","tin can","a phone",NA,NA,NA,3,3,2,3,3,2,"human",0.581577807664871
1403,20160282,"BP20160013","tin can","if you poke holes in it you can use it as a shower head",4,2,4,NA,NA,NA,4,2,4,"human",0.318916201591492
1404,20160283,"BP20160013","tin can","as a weapon",2,4,2,NA,NA,NA,2,4,2,"human",0.527836978435516
1405,20160284,"BP20160013","tin can","keep the window open",3,4,2,NA,NA,NA,3,4,2,"human",0.448655664920807
1406,20160375,"BP20160014","tin can","to drink from",1,5,1,NA,NA,NA,1,5,1,"human",0.466055333614349
1407,20160376,"BP20160014","tin can","hang behind your car when you get married",2,4,2,NA,NA,NA,2,4,2,"human",0.417701721191406
1408,20160377,"BP20160014","tin can","Use as a phone (you know, with one of those strings in between) ",2,4,2,NA,NA,NA,2,4,2,"human",0.407607614994049
1409,20160378,"BP20160014","tin can","make music/sound with it",3,4,2,NA,NA,NA,3,4,2,"human",0.481258809566498
1410,20160379,"BP20160014","tin can","throwing against someone's head (weapon)",2,3,2,NA,NA,NA,2,3,2,"human",0.550787031650543
1411,20160380,"BP20160014","tin can","use in a work of art ",3,3,2,NA,NA,NA,3,3,2,"human",0.447025835514069
1412,20160381,"BP20160014","tin can","use as jewelry box",2,4,1,NA,NA,NA,2,4,1,"human",0.325553894042969
1413,20160382,"BP20160014","tin can","crush and use in ice hockey ",3,4,2,NA,NA,NA,3,4,2,"human",0.457082509994507
1414,20160383,"BP20160014","tin can","take off the label and make an earring out of it",3,3,3,NA,NA,NA,3,3,3,"human",0.394791960716248
1415,20160384,"BP20160014","tin can","use the label and cut something with it (because it is sharp)",3,3,2,NA,NA,NA,3,3,2,"human",0.410758674144745
1416,20160385,"BP20160014","tin can","as a catch for the rain when it leaks",3,5,2,NA,NA,NA,3,5,2,"human",0.435977637767792
1417,20160386,"BP20160014","tin can","as a vase",3,4,3,NA,NA,NA,3,4,3,"human",0.449240922927856
1418,20160387,"BP20160014","tin can","as a candle holder",2,4,2,NA,NA,NA,2,4,2,"human",0.413192689418793
1419,20160450,"BP20160015","tin can","mirror",NA,NA,NA,4,3,4,4,3,4,"human",0.63215309381485
1420,20160451,"BP20160015","tin can","car",NA,NA,NA,4,1,3,4,1,3,"human",0.642340511083603
1421,20160452,"BP20160015","tin can","toys",NA,NA,NA,3,3,3,3,3,3,"human",0.640092790126801
1422,20160453,"BP20160015","tin can","jewelry",NA,NA,NA,4,3,4,4,3,4,"human",0.639978289604187
1423,20160454,"BP20160015","tin can","wallpaper (as long as you stick enough next to each other)",5,2,4,NA,NA,NA,5,2,4,"human",0.367882966995239
