id,response,response_nofill,item,item_nofill,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,SemDis_factor
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,9 A tin can robot,tin can robot,tin can,tin can,1.15568,1.21263,1.14152,0.92612,1.56246,1.19968,0.42759
cmpl-4zrcIVXoehFFYCRYyynvdd5IJPIST,1 Make a wind chime out of tin cans and metal spoons,make wind chime tin cans metal spoons,tin can,tin can,1.13662,1.16605,1.02993,1.03536,1.62513,1.19862,0.47454
cmpl-4zrcIVXoehFFYCRYyynvdd5IJPIST,2 Cut the top off a tin can and use it as a planter for small succulents or cacti,cut top tin can use planter small succulents cacti,tin can,tin can,1.05188,0.85622,1.18888,1.13829,0.81806,1.01067,0.37098
cmpl-4zrcIVXoehFFYCRYyynvdd5IJPIST,3 Turn a tin can into a cute piggy bank by painting it pink and adding eyes  nostrils  and a coin slot in the top,turn tin can cute piggy bank painting pink adding eyes nostrils coin slot top,tin can,tin can,0.8371999999999999,0.99176,0.97775,1.02829,1.6711200000000002,1.10122,-0.35577
cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,1 Plant a herb garden in tin cans,plant herb garden tin cans,tin can,tin can,1.17531,0.87111,1.08221,0.93879,1.47363,1.10821,0.74848
cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,2 Make a wind chime out of tin cans and beads,make wind chime tin cans beads,tin can,tin can,0.8284,1.11255,1.02536,0.97566,0.35451,0.8593,-0.32879
cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,3 Use tin cans as candle holders for an outdoor party,use tin cans candle holders outdoor party,tin can,tin can,1.13723,0.89241,1.11532,0.94982,1.6381999999999999,1.1466,0.56822
cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,4 Create a mini Zen garden in a tin can,create mini zen garden tin can,tin can,tin can,1.05894,1.00376,1.0913,0.94101,0.34402999999999995,0.88781,0.42948
cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,5 Make a robot out of recycled materials  including tin cans,make robot recycled materials including tin cans,tin can,tin can,1.01544,0.99717,1.03856,1.07245,1.63267,1.15126,0.17758
cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,6 Turn a tin can into a night light,turn tin can night light,tin can,tin can,0.93289,1.01106,0.87964,1.21431,1.6671,1.141,0.02455
cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,1 A tin can be used as a vase for flowers,tin can used vase flowers,tin can,tin can,0.9869,0.7193,1.23648,1.1440299999999999,0.30362,0.87807,0.27114
cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,2 A tin can be used to hold pens and pencils,tin can used hold pens pencils,tin can,tin can,0.94896,0.79757,0.68626,1.07506,1.53865,1.0093,0.35631
cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,3 A tin can be used as a container for plants,tin can used container plants,tin can,tin can,1.0429,0.88441,1.03664,1.07039,1.69174,1.14522,0.32663
cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,4 A tin can be used to store spices in the kitchen,tin can used store spices kitchen,tin can,tin can,0.77556,0.83577,0.8654999999999999,1.02976,0.34031,0.76938,-0.21199
cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,5 A tin can be used to organize makeup brushes on a vanity table,tin can used organize makeup brushes vanity table,tin can,tin can,0.88001,0.9277,1.01047,1.06486,0.71719,0.92005,-0.08316
cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,1 A tin can could be used as a vase for flowers,tin can used vase flowers,tin can,tin can,0.9869,0.7193,1.23648,1.1440299999999999,0.30362,0.87807,0.27114
cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,2 It could be used as a pencil holder on a desk,it used pencil holder desk,tin can,tin can,0.79358,1.20846,1.02272,0.98961,1.5271400000000002,1.1083,-0.64183
cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,3 A tin can could be used to hold makeup brushes on a dressing table,tin can used hold makeup brushes dressing table,tin can,tin can,0.8325899999999999,1.09695,1.21652,1.05966,0.5509999999999999,0.95134,-0.46961
cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,4 It could be used to hold pens and markers in an art studio,it used hold pens markers art studio,tin can,tin can,1.00641,0.95363,0.93963,1.05958,1.64811,1.12147,0.24559
cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,5 A tin can could be used as a cookie jar,tin can used cookie jar,tin can,tin can,1.08075,0.60824,1.22364,1.00227,1.63524,1.11003,0.47548
cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu,1 A tin can could be used as a planter for small plants or herbs,tin can used planter small plants herbs,tin can,tin can,1.16828,0.93743,1.2801,0.9458,0.34360999999999997,0.93504,0.6804
cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu,2 It could also be used as a candle holder,it also used candle holder,tin can,tin can,1.00813,0.95326,1.02208,0.86995,1.4882900000000001,1.06834,0.20044
cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu,3 For those who love baking  a tin can be turned into a miniloaf pan perfect for individual servings,for love baking tin can turned miniloaf pan perfect individual servings,tin can,tin can,0.76319,1.05903,0.94945,0.90938,1.00062,0.93633,-0.53491
cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu,4 Have trouble opening jars,have trouble opening jars,tin can,tin can,0.93897,0.99912,0.96569,0.90626,0.3993,0.84187,0.13053
cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,A tin can be used as A makeshift candle,tin can used makeshift candle,tin can,tin can,1.00192,0.8767199999999999,1.11154,1.00043,1.63971,1.12606,0.14601
cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,A tin can be used to store small items like paper clips or jewelry,tin can used store small items like paper clips jewelry,tin can,tin can,0.8552500000000001,0.82762,1.04858,1.21189,0.36124999999999996,0.86092,-0.08082
cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,A tin can be used as A vase for flowers,tin can used vase flowers,tin can,tin can,0.9869,0.7193,1.23648,1.1440299999999999,0.30362,0.87807,0.27114
cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,A tin can be used as A pen holder,tin can used pen holder,tin can,tin can,0.88679,1.13503,1.0878,0.80514,1.705,1.12395,-0.37771
cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,A tin can be used as A coin bank,tin can used coin bank,tin can,tin can,1.0507,0.8384199999999999,1.19348,1.22787,1.6488399999999999,1.19186,0.2746
cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,A tin can be turned into A wind chime,tin can turned wind chime,tin can,tin can,1.1511,1.15982,1.05816,0.8589,1.45278,1.13615,0.5168
cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,1 A tin can can be used as a small planter for herbs or succulents,tin can can used small planter herbs succulents,tin can,tin can,0.88257,1.02043,0.91035,0.73716,0.31469,0.77304,-0.02024
cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,2 Use a tin can to create a DIY candle holder or tea light holder,use tin can create diy candle holder tea light holder,tin can,tin can,1.06524,1.04243,1.10703,0.73262,1.65358,1.12018,0.24118
cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,3 Make a mini piñata out of a tin can  perfect for parties or decoration,make mini pia ata tin can perfect parties decoration,tin can,tin can,0.93178,1.02157,1.1036,0.97595,1.63545,1.13367,-0.16044
cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,4 Decorate a tin can and use it as cute storage for pens and pencils,decorate tin can use cute storage pens pencils,tin can,tin can,1.10931,0.97149,0.80793,1.02878,1.63096,1.10969,0.66624
cmpl-4zrckGN0dM4lds8vCNfKvayt3Ir4z,1 Create a fun wind chime by painting and decorating tin cans of different sizes  then punching holes in the top and bottom of each can Suspend them from string or wire at different lengths to create unique tones,create fun wind chime painting decorating tin cans different sizes punching holes top bottom can suspend string wire different lengths create unique tones,tin can,tin can,0.84812,0.8558,1.03035,1.03461,1.63823,1.08142,-0.27527
cmpl-4zrckGN0dM4lds8vCNfKvayt3Ir4z,2 Make a mini piñata by filling a small tin can with candy  then covering the opening with paper and securing it with tape or glue,make mini pia ata filling small tin can candy covering opening paper securing tape glue,tin can,tin can,1.0154,0.93176,1.13721,1.02984,1.6363400000000001,1.15011,0.13968
cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,1 Make a wind chime out of a tin can and some string,make wind chime tin can string,tin can,tin can,0.81653,1.15368,0.88692,0.9779100000000001,0.5173099999999999,0.87047,-0.30803
cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,2 Turn a tin can into a plant holder by painting it and adding drainage holes,turn tin can plant holder painting adding drainage holes,tin can,tin can,0.87995,1.21274,1.06571,1.37573,1.59609,1.22604,-0.3877
cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,3 Use a tin can as a pencil holder on your desk,use tin can pencil holder desk,tin can,tin can,0.66972,0.90088,1.02261,0.76742,0.3348,0.73909,-0.72151
cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,4 Make a mini trash can out of a tin can by decorating it and adding a lid,make mini trash can tin can decorating adding lid,tin can,tin can,1.04491,1.27282,0.90571,0.58772,0.38449999999999995,0.83913,0.34213
cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,5 Create art by,create art,tin can,tin can,0.97715,1.04146,1.06184,1.09339,0.40186999999999995,0.91514,0.16558
cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,1 A tin can could be used as a vase for flowers,tin can used vase flowers,tin can,tin can,0.9869,0.7193,1.23648,1.1440299999999999,0.30362,0.87807,0.27114
cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,2 It could be used as a container for paintbrushes,it used container paintbrushes,tin can,tin can,0.89647,0.89134,0.95673,1.06186,1.49369,1.06002,-0.06574
cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,3 A tin can could be used to hold pencils or pens on a desk,tin can used hold pencils pens desk,tin can,tin can,1.25186,1.20248,0.87122,0.93049,0.54594,0.9604,1.0736
cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,4 It could be used as a planter for small plants or herbs,it used planter small plants herbs,tin can,tin can,0.9614,1.06516,0.919,0.92942,1.6770100000000001,1.1104,0.04007
cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,5 A tin can could be used to store coins,tin can used store coins,tin can,tin can,1.04812,0.93564,1.08457,1.05318,1.6954500000000001,1.16339,0.27609
cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,1 A tin can could be used as a vase,tin can used vase,tin can,tin can,0.91603,0.76566,0.74741,1.0763,1.39569,0.98022,0.24109
cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,2 A tin can could be used as a container for pens and pencils,tin can used container pens pencils,tin can,tin can,0.78006,0.83299,0.86134,0.87999,1.48681,0.96824,-0.34352
cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,3 A tin can could be used as a coin bank,tin can used coin bank,tin can,tin can,1.0507,0.8384199999999999,1.19348,1.22787,1.6488399999999999,1.19186,0.2746
cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,4 A tin can could be used to hold keys,tin can used hold keys,tin can,tin can,0.94233,1.1666,0.90234,0.92078,1.66429,1.11927,-0.06765
cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,5 A tin can could be used as a paperweight,tin can used paperweight,tin can,tin can,0.63774,0.67866,0.79567,1.06348,1.67367,0.96984,-0.677
cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,1 Make a wind chime out of a tin can and some string,make wind chime tin can string,tin can,tin can,0.81653,1.15368,0.88692,0.9779100000000001,0.5173099999999999,0.87047,-0.30803
cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,2 Use a tin can as a plant pot,use tin can plant pot,tin can,tin can,1.3091,0.7253000000000001,1.31169,0.98044,1.6561599999999999,1.19654,1.07362
cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,3 Turn a tin can into a pencil holder,turn tin can pencil holder,tin can,tin can,0.63148,0.97251,0.86778,0.78021,1.71368,0.99313,-0.94326
cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,4 Upcycle a tin can into a vase,upcycle tin can vase,tin can,tin can,1.37374,1.10892,1.02327,0.58081,0.85024,0.98740000000000006,1.35315
cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,candle holder,candle holder,tin can,tin can,0.82138,1.07794,0.99276,0.88278,0.84829,0.92463,-0.37295
cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,5 Make your own mini trash can out of an old tin can,make mini trash can old tin can,tin can,tin can,1.21124,1.1292200000000001,0.83187,1.22812,1.6386699999999998,1.20782,0.89289
cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,6 Create illuminated lantern,create illuminated lantern,tin can,tin can,1.00123,1.00712,0.95127,0.9543,0.76015,0.93481,0.29464
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,1 A can opener,can opener,tin can,tin can,0.6351100000000001,0.57128,0.7674300000000001,0.82525,0.71221,0.70226,-0.49226
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,2 A colander,colander,tin can,tin can,1.05047,1.03214,1.05761,1.01609,0.95785,1.02283,0.33744
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,3 A candle holder,candle holder,tin can,tin can,0.82138,1.07794,0.99276,0.88278,0.84829,0.92463,-0.37295
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,4 A vase,vase,tin can,tin can,1.10318,0.99177,1.03808,1.00658,0.92276,1.01247,0.54986
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,5 A pen holder,pen holder,tin can,tin can,0.89344,0.92962,1.0255,1.2421,0.75127,0.96839,-0.04785
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,6 An ashtray,an ashtray,tin can,tin can,0.7089,1.03463,0.93745,1.01799,1.21498,0.98279,-0.70825
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,7 A bird feeder,bird feeder,tin can,tin can,0.88225,0.97028,0.95329,0.98359,1.03604,0.96509,-0.10213
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,8A wind chime,a wind chime,tin can,tin can,1.11045,1.00163,0.94887,0.8351999999999999,1.24137,1.0275,0.58603
cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,9A planter,a planter,tin can,tin can,0.91633,1.00763,0.98922,0.92622,1.2546300000000001,1.01881,-0.07124
cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,1 A tin can can be used as a planter for small plants or herbs,tin can can used planter small plants herbs,tin can,tin can,0.82266,0.98608,0.95733,0.8857,1.6547800000000001,1.06131,-0.38894
cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,2 Cut the top off of a tin can and use it as a pencil holder on your desk,cut top tin can use pencil holder desk,tin can,tin can,0.92464,0.77479,1.02892,0.94998,0.30720000000000003,0.79711,0.18295
cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,3 Use a tin can as a vase for fresh flowers,use tin can vase fresh flowers,tin can,tin can,0.82543,0.86534,0.95435,0.91937,1.71214,1.05533,-0.3121
cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,4 Make a wind chime out of old tin cans and some string or wire,make wind chime old tin cans string wire,tin can,tin can,0.82544,0.94246,0.95604,0.99106,0.35775999999999997,0.81455,-0.1858
cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,1 A tin can can be used as a vase,tin can can used vase,tin can,tin can,1.11166,0.87651,0.8547,0.95256,0.55952,0.87099,0.82526
cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,2 A tin can can be used to make a wind chime,tin can can used make wind chime,tin can,tin can,1.0411299999999999,1.09949,1.03778,0.8728899999999999,1.47619,1.1055,0.21057
cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,3 A tin can can be used as a planter,tin can can used planter,tin can,tin can,0.90665,0.66794,1.14702,0.70065,0.41807000000000005,0.76807,0.07356
cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,4 A tin can can be used as a bird feeder,tin can can used bird feeder,tin can,tin can,0.82912,0.7769,0.97451,1.10882,1.60122,1.05811,-0.24001
cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,5 A tin can can be used to hold pencils or pens on a desk,tin can can used hold pencils pens desk,tin can,tin can,1.01067,1.07101,0.6875800000000001,0.78083,1.47727,1.00547,0.38651
